Text,Tag
"<sentence id=""s333"">34 Agreement concerning reasonable expenses to be paid by the University if a staff member is required to move house as a result of a redeployment are to be agreed between the staff member and the University under clause 53.6 of the AWA.</sentence>",Sentence
"<sentence id=""s334"">Under clause 30.6 of the EA, such agreement was to be between the University and the union.</sentence>",Sentence
"<sentence id=""s335"">35 Under the EBA an employee who had been given notice of termination on grounds of redundancy is entitled to seek a review of the termination decision on the following grounds: the uni did not act fairly and properly, natural justice was not applied, the decision was discriminatory.</sentence>",Sentence
"<sentence id=""s336"">Under the AWA, an employee may appeal termination to a Appeal Committee against a decision to terminate on grounds that; relevant procedures in the agreement have not been followed and natural justice has not been afforded.</sentence>",Sentence
"<sentence id=""s337"">The EBA Review Committee is constituted by an agreed independent chairperson, a representative of the union and a representative of the University.</sentence>",Sentence
"<sentence id=""s338"">Under the AWA, the Appeal Committee is constituted by: independent chairperson nominated by the VC, a representative of management and a representative of staff nominated by the employee from a pool of elected staff member.</sentence>",Sentence
"<sentence id=""s339"">Under the EBA, the EBA Review Committee makes recommendations to the VC who must take into account its findings.</sentence>",Sentence
"<sentence id=""s340"">If the Review Committee recommends that UB did not act according to the principles --- the matter is referred back to the VC who determines an appropriate course having regard to the findings of the Review Committee.</sentence>",Sentence
"<sentence id=""s341"">Under the AWA, the Appeal Committee advises the VC who considers the report before finalising the termination decision.</sentence>",Sentence
"<sentence id=""s342"">",Sentence
 DISPUTE RESOLUTION PROCESS,Sentence
 36 The dispute resolution process in clause 45 of the AWA is not as structured as the process set out in clause 55 of the EA.</sentence>,Sentence
"<sentence id=""s343"">37 The dispute resolution procedure in the EBA allows a party to refer a dispute or grievance to the AIRC for conciliation or arbitration about a dispute relating to the application of the agreement.</sentence>",Sentence
"<sentence id=""s344"">The parties are bound by the decision of the AIRC.</sentence>",Sentence
"<sentence id=""s345"">The AWA workplace disputes procedures do not provide for a dispute or grievance to be taken to the AIRC but the AWA provides for a process of mediation that is based on the model dispute resolution clause contained in the Workplace Relations Act 1996 .</sentence>",Sentence
"<sentence id=""s346"">38 Under the EBA, whilst the required dispute resolution steps prior to reference to the AIRC are being undertaken, the parties are obliged to work in the normal matter, the union(s) and UB cannot take industrial action, UB cannot change work, staffing or the organization of work (if these matters are the subject of the dispute) and UB cannot take any other action to exacerbate the dispute (EBA cl.55.6).</sentence>",Sentence
"<sentence id=""s347"">Under the AWA, whilst the parties attempt to resolve the matter, the parties are required to work in accordance with their contract of employment unless the staff member has a reasonable concern about imminent risk to his or her health or safety (academic AWA cl.</sentence>",Sentence
"<sentence id=""s348"">45.6.1 &amp; general staff AWA cl.56.6.1).</sentence>",Sentence
"<sentence id=""s349"">39 Under the EBA, there is no restriction on a party commencing enforcement proceedings in a Court for breach of an obligation under the EBA whilst the dispute procedure is being followed.</sentence>",Sentence
"<sentence id=""s350"">Under the AWA, a party is restricted from commencing enforcement proceedings in a Court for a breach of the AWA for a certain period of time.</sentence>",Sentence
"<sentence id=""s351"">",Sentence
 MANAGING UNSATISFACTORY PERFORMANCE,Sentence
" 40 Under the EBA, an employee may appeal the VC's decision on disciplinary action to an Appeal Committee (27.6).</sentence>",Sentence
"<sentence id=""s352"">Under the AWA, there is no appeal process except in the case of termination.</sentence>",Sentence
"<sentence id=""s353"">Under the AWA, an employee may appeal to an Appeal Committee against a decision to terminate.</sentence>",Sentence
"<sentence id=""s354"">Under the EBA, the Appeal Committee is constituted by a Chairperson agreed by union and the VC, a nominee of the union and a nominee of the VC (27.7).</sentence>",Sentence
"<sentence id=""s355"">Under the AWA, the Appeal Committee is constituted by: an independent chairperson nominated by the VC, a representative of management and a representative of staff nominated by the employee from a pool of elected staff member.</sentence>",Sentence
"<sentence id=""s356"">Under the EBA the grounds of the appeal are whether the matter should have been dismissed, a miscarriage of process has occurred or the penalty is too harsh or is unjust in the circumstances (27.7).</sentence>",Sentence
"<sentence id=""s357"">Under, the AWA the grounds are whether relevant procedures in the agreement have not been followed and whether natural justice has not been afforded.</sentence>",Sentence
"<sentence id=""s358"">Under the EBA, the Appeal Committee may do any of the following: dismiss the appeal, find a miscarriage of process and rescind the penalty and refer the penalty back to the informal process stage, find the penalty too harsh or unjust and them impose a lesser penalty or determine that no penalty action be taken or confirm decision of VC (27.9).</sentence>",Sentence
"<sentence id=""s359"">Under the AWA, the Appeal Committee advises the VC who will considers the report before finalising the termination decision.</sentence>",Sentence
"<sentence id=""s360"">41 Under the EBA, there is no right to suspend an employee without pay.</sentence>",Sentence
"<sentence id=""s361"">Under the AWA, the VC may summarily suspend the employee with or without pay for a defined period for behaviour considered by the VC to be sufficiently serious to warrant summary action.</sentence>",Sentence
"<sentence id=""s362"">Under the AWA, prior to suspension, the employee is to be given an opportunity to respond by the VC.</sentence>",Sentence
"<sentence id=""s363"">Under the AWA, suspension with or without pay is not part of the managing unsatisfactory performance process.</sentence>",Sentence
"<sentence id=""s364"">42 Clause 51 of the AWA introduces a process under which allegations of misconduct that are made against a staff member may be investigated.</sentence>",Sentence
"<sentence id=""s365"">",Sentence
 Merit Based Promotion,Sentence
" 43 Under the EBA, promotion of a general staff employee to another position at a higher level shall be by way of appointment on merit to an advertised vacancy.</sentence>",Sentence
"<sentence id=""s366"">Under the AWA, there is no comparable requirement.</sentence>",Sentence
"<sentence id=""s367"">",Sentence
 Fixed Term Employment,Sentence
" 44 Under the EBA, only certain specified categories of positions can be filled on a fixed-term basis.</sentence>",Sentence
"<sentence id=""s368"">Under the EBA, fixed term staff such as those employed as specific task or project or research only: receive severance payments of up to 8 weeks.</sentence>",Sentence
"<sentence id=""s369"">Under the AWA, all limits on the use of fixed term contracts are removed, but severance payments are limited to those categories of staff currently entitled to severance payments.</sentence>",Sentence
"<sentence id=""s370"">",Sentence
 CLASSIFICATION --- GENERAL STAFF,Sentence
" 45 Under the EBA, position descriptions are to be maintained for all general staff and the position description formats will be consistent with the HEW Position Classification Standards (cl.32).</sentence>",Sentence
"<sentence id=""s371"">Under the AWA, there is no requirement for a position description.</sentence>",Sentence
"<sentence id=""s372"">46 Under the EBA, there is a review of a position description on request and annually.</sentence>",Sentence
"<sentence id=""s373"">Under the EBA, changes to the position description are by agreement (cl.32).</sentence>",Sentence
"<sentence id=""s374"">Under the AWA, there are no comparable requirements.</sentence>",Sentence
"<sentence id=""s375"">47 Under the EBA, there are extensive procedures regarding reclassification including a Classifications Committee and Classifications Appeals Committee but the decision of VC is final (cl.32).</sentence>",Sentence
"<sentence id=""s376"">Under the AWA, there is no comparable provision.</sentence>",Sentence
"<sentence id=""s1"">There is a trade mark which lies at the base of each claim.</sentence>",Sentence
"<sentence id=""s2"">It is the word ""Colorado"".</sentence>",Sentence
"<sentence id=""s3"">The mark was registered on 16 February 2001 in respect of, among other articles, ""bags, wallets, purses and backpacks, belts,"" being goods in class 18 and in respect of ""services for the bringing together, for the benefit of customers, of a variety of goods in the following classes ... [including] class 18 being bags, belts, wallets, purses and backpacks"".</sentence>",Sentence
"<sentence id=""s4"">The infringement claim is brought under s 125 of the Trade Marks Act 1995 (Cth).</sentence>",Sentence
"<sentence id=""s5"">Relief is sought under s 126.</sentence>",Sentence
"<sentence id=""s6"">The principal defence is via a counterclaim seeking an order for the removal of the trade mark.</sentence>",Sentence
"<sentence id=""s7"">2 The first applicant, Colorado Group Limited (formerly known as Williams Shoes Limited), is a public company that has been listed on the Australian Stock Exchange since December 1999.</sentence>",Sentence
"<sentence id=""s8"">Before its listing Colorado Group was a subsidiary of Venator Group, Inc (formerly known as Woolworth Corporation) a large and well-known New York corporation.</sentence>",Sentence
"<sentence id=""s9"">Initially, Colorado Group did not carry on any trade in its own right.</sentence>",Sentence
"<sentence id=""s10"">Its principal businesses ""Williams the Shoemen"" and ""Mathers for Shoes"" (obviously footwear retailing businesses) were conducted through subsidiaries, the second applicant, Williams the Shoemen Pty Limited, and Mathers Shoes Pty Limited, respectively.</sentence>",Sentence
"<sentence id=""s11"">In 1991 the group was restructured and the footwear businesses transferred to Colorado Group.</sentence>",Sentence
"<sentence id=""s12"">3 At the present time Colorado Group (by which appellation I include Williams the Shoemen) operates in Australia a chain of retail stores.</sentence>",Sentence
"<sentence id=""s13"">It has 165 Williams the Shoemen stores, 96 Mathers for Shoes stores, 28 JAG stores (which sell men's and women's clothing and fashion accessories), 10 Diana Ferrari stores (which sell women's footwear and leather goods) and 82 Colorado stores.</sentence>",Sentence
"<sentence id=""s14"">The Colorado stores sell clothing, accessories and footwear.</sentence>",Sentence
"<sentence id=""s15"">Ms Hudson, the general manager of the Colorado division, said that when they were established, the idea was that Colorado stores would market their products with ""strong reference to [an] outdoors, rugged lifestyle"".</sentence>",Sentence
"<sentence id=""s16"">Now, as a result of Ms Hudson's initiative, Colorado is a ""lifestyle"" brand, ""offering smart, casual, integrated looks that connote or evoke a quintessentially 'Australian casual' look and feel.</sentence>",Sentence
"<sentence id=""s17"">""",Sentence
"4 It is necessary to know something about the history of the applicants and how they came to market goods bearing the mark ""Colorado"".</sentence>",Sentence
"<sentence id=""s18"">In 1982 there were approximately 140 Williams the Shoemen stores around Australia.</sentence>",Sentence
"<sentence id=""s19"">In addition to selling shoes another product sold in those stores was a style of backpack with the word ""Colorado"" embroidered on the front.</sentence>",Sentence
"<sentence id=""s20"">The word ""Colorado"" may have appeared in conjunction with a logo comprising a ""simple mountain motif"".</sentence>",Sentence
"<sentence id=""s21"">The logo was certainly applied to backpacks from 1988.</sentence>",Sentence
"<sentence id=""s22"">The backpacks were sold for use predominantly by schoolchildren and hence marketed as a ""back to school"" product.</sentence>",Sentence
"<sentence id=""s23"">Although the backpacks were sold throughout Australia, the product was most successful in north Queensland.</sentence>",Sentence
"<sentence id=""s24"">5 Beginning in 1987 the Colorado mark was also applied to shoes.</sentence>",Sentence
"<sentence id=""s25"">Mr Williams, who was with the Colorado Group during the 1980s, said that initially the word was used in conjunction with the ""simple mountain motif"": both marks appearing on the sock of the shoe.</sentence>",Sentence
"<sentence id=""s26"">The word also appeared by itself on the outside of the shoe near the heel.</sentence>",Sentence
"<sentence id=""s27"">6 In 1988 Mr Williams began working with others on the development of a three peaked mountain logo for use in conjunction with the word ""Colorado"".</sentence>",Sentence
"<sentence id=""s28"">The logo took its final form by 1991.</sentence>",Sentence
"<sentence id=""s29"">Thereafter the mountain logo was displayed on ""Colorado"" shoes on the inner sole, the bottom of the sole and on the outside of the upper of the shoes.</sentence>",Sentence
"<sentence id=""s30"">7 Although new to Australia in 1982, the Colorado mark was not a new mark.</sentence>",Sentence
"<sentence id=""s31"">Mr Williams described it as a ""generic name"" used by the parent company (Woolworths Corporation) on goods marketed in the United States.</sentence>",Sentence
"<sentence id=""s32"">In describing the mark as a ""generic name"" Mr Williams meant that it was an ""in-house"" brand name used by Woolworths as a trade mark for its own products.</sentence>",Sentence
"<sentence id=""s33"">Footlocker and Lynx are examples of other ""generic names"" used by Woolworths Corporation.</sentence>",Sentence
"<sentence id=""s34"">Goods bearing the Colorado mark (backpacks and shoes) were acquired for sale through the agency of Woolworths Overseas Corporation, which, I assume, was another Woolworths subsidiary.</sentence>",Sentence
"<sentence id=""s35"">That company arranged for the manufacture of merchandise bearing ""generic names"".</sentence>",Sentence
"<sentence id=""s36"">Representatives of the Australian subsidiary, and presumably also of subsidiaries in other countries, visited WOC's offices where sample goods were available for inspection.</sentence>",Sentence
"<sentence id=""s37"">If a subsidiary wished to purchase any of those goods the order for their manufacture would be placed by WOC, which was also responsible for quality control and ensuring that the goods met the local company's specifications.</sentence>",Sentence
"<sentence id=""s38"">It is not clear when this arrangement came to an end for the Australian subsidiary, but most likely it lasted until shortly before the listing of Colorado Group.</sentence>",Sentence
"<sentence id=""s39"">8 The volume of Colorado backpacks sold through Williams the Shoemen stores was relatively modest.</sentence>",Sentence
"<sentence id=""s40"">On the other hand, some considerable success was being achieved with the sale of Colorado shoes through both Williams the Shoemen and Mathers stores, especially as the range available increased and the quality improved.</sentence>",Sentence
"<sentence id=""s41"">While detailed accounting records are no longer available it is estimated that in 1990 around $8 million worth of Colorado branded products was sold by the two stores.</sentence>",Sentence
"<sentence id=""s42"">9 The success of Colorado branded shoes led the then retail director, Mr Beagley, to come up with the idea of expanding the Colorado range to include clothing and accessories and establishing a chain of ""Colorado"" stores to sell those products.</sentence>",Sentence
"<sentence id=""s43"">As a preliminary step an advertising agency was retained to work on the proposal with Mr Beagley.</sentence>",Sentence
"<sentence id=""s44"">Together they produced a report in late 1992.</sentence>",Sentence
"<sentence id=""s45"">The ""Key Research Findings"" in the report were:",Sentence
" ""The store concept was wholeheartedly endorsed by both lower and middle-upper income groups.</sentence>",Sentence
"<sentence id=""s46"">Significantly, the store concept was able to achieve interest amongst lower-income males who generally had little interest in both shopping and clothes.</sentence>",Sentence
"<sentence id=""s47"">",Sentence
 ...,Sentence
 The mountain graphic was a real winner and is seen to be representative of Colorado.</sentence>,Sentence
"<sentence id=""s48"">It should be maximised in store.</sentence>",Sentence
"<sentence id=""s49"">Despite being easily identified, it should not replace the door as it is not dramatic enough.</sentence>",Sentence
"<sentence id=""s50"">It is graphically strong and contemporary but would soon become on [sic] of the crowd.</sentence>",Sentence
"<sentence id=""s51"">""",Sentence
According to the report:,Sentence
" ""Colorado has been chosen as it has lifestyle connotations that are representative of to [sic] the brand.</sentence>",Sentence
"<sentence id=""s52"">Within Australia the Colorado name has very strong attributes that make it the ideal promotional platform.</sentence>",Sentence
"<sentence id=""s53"">",Sentence
 The chain will gain instant brand value from the rich cultural and geographical images that Colorado evokes.</sentence>,Sentence
"<sentence id=""s54"">",Sentence
 Our consumer research tells us that the name Colorado conjures up images of; -,Sentence
 &#8226; American,Sentence
 &#8226; Rugged,Sentence
 &#8226; Trekking,Sentence
 &#8226; Rocky Mountains.</sentence>,Sentence
"<sentence id=""s55"">",Sentence
" The American aspect of the name is seen as an advantage, equating to; -",Sentence
 &#8226; Fashion,Sentence
 &#8226; Quality,Sentence
 &#8226; Style implication (rugged).</sentence>,Sentence
"<sentence id=""s56"">""",Sentence
"The proposal suggested that the brand's ""new image"" be built around the Colorado mountain logo.</sentence>",Sentence
"<sentence id=""s57"">10 The report also discussed ""Brand Registration"".</sentence>",Sentence
"<sentence id=""s58"">It noted: ""Under Australian trademark law, registration of geographical names are [sic] difficult.</sentence>",Sentence
"<sentence id=""s59"">Currently we are endeavouring to register Colorado as a business name and our distinctive mountain logo as a trademark.</sentence>",Sentence
"<sentence id=""s60"">Should we be unsuccessful in securing binding registration, we will change to a new name, however, maintaining the identical concept.</sentence>",Sentence
"<sentence id=""s61"">""",Sentence
11 In July 1992 the Woolworths Corporation resolved to go ahead with the proposal.</sentence>,Sentence
"<sentence id=""s62"">During the next 12 months Mr Beagley and others within the Colorado Group developed a range of products that were to be sold through the Colorado stores.</sentence>",Sentence
"<sentence id=""s63"">The products were clothing, footwear, accessories (including backpacks, socks, hats, underwear and shoe care items), leather and non-leather belts, bags and wallets.</sentence>",Sentence
"<sentence id=""s64"">12 Three Colorado stores were opened in July 1993.</sentence>",Sentence
"<sentence id=""s65"">One was located in Doncaster, Victoria, another in Parramatta, New South Wales and the third in Penrith, New South Wales.</sentence>",Sentence
"<sentence id=""s66"">A fourth store was opened in September 1993, in Darling Harbour, Sydney, New South Wales.</sentence>",Sentence
"<sentence id=""s67"">Each store was stocked with a full range of Colorado branded products.</sentence>",Sentence
"<sentence id=""s68"">Some, such as bags, were marked with the Colorado mark alone while others were marked with both the Colorado mark and the mountain logo.</sentence>",Sentence
"<sentence id=""s69"">Although the word Colorado was sometimes used in isolation, the predominant use of the word was in association with the mountain logo, particularly in relation to footwear, bags, handbags and other accessories.</sentence>",Sentence
"<sentence id=""s70"">During the next three years (1993 to 1996) six more Colorado stores were opened, three in New South Wales, two in Queensland and one in Victoria.</sentence>",Sentence
"<sentence id=""s71"">13 Initially the new venture was not profitable but this was not unexpected.</sentence>",Sentence
"<sentence id=""s72"">In 1997 or 1998 it was decided to change the ""image"" of the Colorado brand and expand the number of Colorado outlets.</sentence>",Sentence
"<sentence id=""s73"">Ms Hudson, at the time the general merchandise manager, was behind the move.</sentence>",Sentence
"<sentence id=""s74"">Her idea was to redefine the Colorado image to an ""Australian lifestyle"" brand.</sentence>",Sentence
"<sentence id=""s75"">Ms Hudson described this style as ""a lot cleaner and smarter"" than the previous ""outdoor"" image.</sentence>",Sentence
"<sentence id=""s76"">Under Ms Hudson's watch the number of Colorado stores expanded significantly and the range of Colorado branded products grew to encompass items such as watches and eyewear.</sentence>",Sentence
"<sentence id=""s77"">By this time the mark ""Colorado"" was used principally alone.</sentence>",Sentence
"<sentence id=""s78"">The result of the changes in style as well as a significant increase in advertising was that turnover improved dramatically.</sentence>",Sentence
"<sentence id=""s79"">14 It is now time to say something about the respondent, Strandbags Group Pty Limited.</sentence>",Sentence
"<sentence id=""s80"">The company was incorporated in New South Wales in 1983 and currently operates (in some cases through franchisees) a chain of 186 stores around Australia.</sentence>",Sentence
"<sentence id=""s81"">It is a speciality retailer of bags, travel goods, backpacks, wallets and other small leather goods and accessories.</sentence>",Sentence
"<sentence id=""s82"">It has an extensive portfolio of registered trade marks, including a mark that incorporates the word ""Colorado"".</sentence>",Sentence
"<sentence id=""s83"">Goods branded with the Colorado mark were originally put onto the market by Edgarlodge Pty Ltd, a company owned and controlled by Lee Evans and his wife.</sentence>",Sentence
"<sentence id=""s84"">Edgarlodge's business was established in the 1980s.</sentence>",Sentence
"<sentence id=""s85"">It sold bags, luggage, briefcases and accessories, initially under the business names ""The Travel Bug"" and ""Bagstop"".</sentence>",Sentence
"<sentence id=""s86"">15 In the early years Edgarlodge obtained its stock from Australian importers and local manufacturers.</sentence>",Sentence
"<sentence id=""s87"">In the latter part of the 1980s Mr Evans began to investigate the possibility of importing his own products.</sentence>",Sentence
"<sentence id=""s88"">He also considered what brand name he should use for the imported goods.</sentence>",Sentence
"<sentence id=""s89"">He chose the word ""Colorado"".</sentence>",Sentence
"<sentence id=""s90"">He says this was because he had been looking for something with an American influence and being a John Denver fan was fond of ""Colorado Rocky Mountain High"" describing it as ""one of [my] favourite songs"".</sentence>",Sentence
"<sentence id=""s91"">""Colorado Rocky Mountain High"" is not the title of a Denver song, but is a recurring line in a song entitled ""Rocky Mountain High"".</sentence>",Sentence
"<sentence id=""s92"">At all events, Mr Evans said that he decided to use the word ""Colorado"" in early 1990.</sentence>",Sentence
"<sentence id=""s93"">He also said that he was not aware of anyone else in Australia using that name.</sentence>",Sentence
"<sentence id=""s94"">Mr Evans conducted a search at the Trade Marks Office and the Australian Securities Commission to see if anyone had registered a mark or business name using the word ""Colorado"".</sentence>",Sentence
"<sentence id=""s95"">The searches disclosed that ""Colorado"" was neither a registered business name nor a registered trade mark.</sentence>",Sentence
"<sentence id=""s96"">When it was discovered that the word was apparently available for use, Edgarlodge applied for and obtained registration of the business name ""Colorado Leathergoods"" on 30 May 1990.</sentence>",Sentence
"<sentence id=""s97"">16 I am very dubious about Mr Evans' evidence concerning his choice of the mark.</sentence>",Sentence
"<sentence id=""s98"">That he was a John Denver fan may be accepted.</sentence>",Sentence
"<sentence id=""s99"">But I do not believe the rest of his story.</sentence>",Sentence
"<sentence id=""s100"">I suspect that Mr Evans had come across the name on goods (probably goods sold by one of the applicants) and wanted to use it but needed to check if anyone (perhaps one of the applicants) had rights in respect of it.</sentence>",Sentence
"<sentence id=""s101"">17 Moving on, in early 1991 Mr Evans' secretary, Ms Priest, prepared a design for a logo to be used in conjunction with the word ""Colorado"".</sentence>",Sentence
"<sentence id=""s102"">The logo was the head of an American Indian.</sentence>",Sentence
"<sentence id=""s103"">In due course the word and logo mark was registered as a combination mark in respect of handbags, travelgoods and belts in class 18.</sentence>",Sentence
"<sentence id=""s104"">The products initially manufactured bearing the new mark (the word ""Colorado"" with the Indian head logo) were a range of handbags.</sentence>",Sentence
"<sentence id=""s105"">The mark was embossed on the front of each handbag.</sentence>",Sentence
"<sentence id=""s106"">Sales of the new line began in 1991 at Edgarlodge's then eleven Queensland stores.</sentence>",Sentence
"<sentence id=""s107"">In 1992 changes were effected to the style of the mark ""Colorado"" and to the Indian head and applied to the then existing range of over twenty-four styles of handbag.</sentence>",Sentence
"<sentence id=""s108"">The handbags proved to be popular so new products were added to the range, such as suitcases, wallets, key cases and coin purses.</sentence>",Sentence
"<sentence id=""s109"">As the range expanded to include other products, the combination mark was applied to them as well.</sentence>",Sentence
"<sentence id=""s110"">Between 1995 and 1998 the combination mark was applied to goods such as backpacks, briefcases and associated products as well as handbags.</sentence>",Sentence
"<sentence id=""s111"">Depending on the size of the product, the word and logo were either stamped on a leather patch and sewn onto the product or stamped directly onto the product.</sentence>",Sentence
"<sentence id=""s112"">As the range of goods continued to expand this practice varied.</sentence>",Sentence
"<sentence id=""s113"">For example, the word ""Colorado"" was stamped onto a gold metal tag and affixed to handbags, business bags and luggage.</sentence>",Sentence
"<sentence id=""s114"">The word ""Colorado"" was also printed on business card inserts that were placed inside wallets.</sentence>",Sentence
"<sentence id=""s115"">18 In August 1992 Edgarlodge opened a retail store in Liverpool, New South Wales.</sentence>",Sentence
"<sentence id=""s116"">The store was designed as a ""Colorado theme store"" with the word ""Colorado"" in the shopfront design and on many Colorado products that were sold alongside other products.</sentence>",Sentence
"<sentence id=""s117"">The Liverpool store closed in April 1994.</sentence>",Sentence
"<sentence id=""s118"">Mr Evans said that this was due to its poor location.</sentence>",Sentence
"<sentence id=""s119"">At the same time there was a substantial increase in the volume and range of Colorado branded products sold by Edgarlodge at its other stores.</sentence>",Sentence
"<sentence id=""s120"">These were products on which the combination mark or the Colorado mark alone was affixed.</sentence>",Sentence
"<sentence id=""s121"">From 1995 to 1997 Edgarlodge opened fourteen stores that traded under the name ""The Colorado Bag Co"".</sentence>",Sentence
"<sentence id=""s122"">By this time, the Colorado side of Edgarlodge's business had become a sizable operation.</sentence>",Sentence
"<sentence id=""s123"">In the years 1997 and 1998 sales of Colorado branded products totalled $1.27 million and $2.08 million respectively.</sentence>",Sentence
"<sentence id=""s124"">19 Strandbags Group came into the picture in September 1998 when it purchased from Edgarlodge the businesses conducted under the names ""The Travel Bug"", ""The Colorado Bag Co"" and ""Bagstop"".</sentence>",Sentence
"<sentence id=""s125"">Included among the assets purchased was the goodwill relating to the business carried on by Edgarlodge at its ""The Travel Bug"", ""The Colorado Bag Co"" and ""Bagstop"" outlets.</sentence>",Sentence
"<sentence id=""s126"">In addition Strandbags Group also purchased from Edgarlodge several business names, including those just mentioned, together with a number of registered trade marks, including the Colorado with Indian head mark.</sentence>",Sentence
"<sentence id=""s127"">20 Following the acquisition Strandbags Group decided to ""liquidate"" the stock it had just purchased, as well as stock that was currently on order by Edgarlodge and for which Strandbags Group had assumed responsibility.</sentence>",Sentence
"<sentence id=""s128"">Included among the stock to be ""liquidated"" was all Colorado branded products.</sentence>",Sentence
"<sentence id=""s129"">The intention was to replace this stock with stock manufactured by Strandbags Group's own suppliers.</sentence>",Sentence
"<sentence id=""s130"">There were two reasons.</sentence>",Sentence
"<sentence id=""s131"">First, Edgarlodge's computerised inventory system was not compatible with that of Strandbags Group and, second, it wished to produce a better quality product.</sentence>",Sentence
"<sentence id=""s132"">It regarded itself as catering to ""the professional woman seeking a stylish, leather, functional [product]"" and who was shopping for the ""Australian casual"" look.</sentence>",Sentence
"<sentence id=""s133"">21 The liquidation of the Colorado stock was completed by about March 1999.</sentence>",Sentence
"<sentence id=""s134"">Thereafter, apart from handbags, the stock was replaced by Strandbags Group's own lines of footwear, leathergoods (wallets and the like), backpacks, travel goods and business goods (mainly satchels) all marked ""Colorado"".</sentence>",Sentence
"<sentence id=""s135"">A range of Colorado branded handbags was designed and introduced in 2002.</sentence>",Sentence
"<sentence id=""s136"">The range is now very extensive.</sentence>",Sentence
"<sentence id=""s137"">Indeed, overall the categories of Colorado products sold by Strandbags Group are substantially larger than those that were supplied by Edgarlodge.</sentence>",Sentence
"<sentence id=""s138"">22 Having provided a sketch of some of the more important facts, I can now deal with the claims.</sentence>",Sentence
"<sentence id=""s139"">As I have said, Colorado Group's principal claim is for trade mark infringement.</sentence>",Sentence
"<sentence id=""s140"">By way of answer there is a substantial attack against the validity of the registration of the mark and a cancellation order is sought.</sentence>",Sentence
"<sentence id=""s141"">It is, I think, convenient to deal with this aspect first.</sentence>",Sentence
"<sentence id=""s142"">The application for cancellation is made under s 88.</sentence>",Sentence
"<sentence id=""s143"">Two grounds are relied upon.</sentence>",Sentence
"<sentence id=""s144"">One relies on grounds upon which the registration of the mark could have been opposed (s 88(2)(a)).</sentence>",Sentence
"<sentence id=""s145"">Here it is said that Colorado Group was not the proprietor of the mark or, if it was the proprietor, the mark was not distinctive of its goods.</sentence>",Sentence
"<sentence id=""s146"">The other ground is that registration was obtained by false suggestion or misrepresentation (s 88(2)(e)).</sentence>",Sentence
"<sentence id=""s147"">23 I will look at proprietorship first.</sentence>",Sentence
"<sentence id=""s148"">In In re Hicks's Trade Mark (1897) 22 VLR 636, Holroyd J said (at 639): ""A person cannot be properly registered [under the Trades Marks Act] unless he is the proprietor.</sentence>",Sentence
"<sentence id=""s149"">Proprietor is the person who at the moment he makes application to be registered is entitled to the exclusive use of the name, whether he then or before publicly adopted it.</sentence>",Sentence
"<sentence id=""s150"">"" Broadly speaking, a person may be the proprietor of a mark in one of two ways.</sentence>",Sentence
"<sentence id=""s151"">First, in respect of a mark which has never been used the proprietor is the person who is (or claims through) the author of the mark (which could include the copyist of a foreign mark) and intends to use it: In re Hudson's Trade-Marks (1886) 32 Ch D 311, 319-320; Shell Co of Australia Ltd v Rohm &amp; Haas Co [1948] HCA 27 ; (1949) 78 CLR 601, 627-628.</sentence>",Sentence
"<sentence id=""s152"">Second, a person may be the proprietor of a mark if he has used it, provided no-one else has used the mark before him.</sentence>",Sentence
"<sentence id=""s153"">This last proposition requires some elaboration.</sentence>",Sentence
"<sentence id=""s154"">In the case of an inherently distinctive mark nothing more than first use is necessary to establish proprietorship.</sentence>",Sentence
"<sentence id=""s155"">The applicant need not show that the mark has gained public recognition.</sentence>",Sentence
"<sentence id=""s156"">Any general use of the mark as a trade mark will be enough, although in a rare case the use may be so inconsequential that it should be ignored as de minimus.</sentence>",Sentence
"<sentence id=""s157"">Perhaps care should also be taken when there has been only a slight use of the mark followed by a long period of non-use, where something akin to the doctrine of abandonment might apply.</sentence>",Sentence
"<sentence id=""s158"">If a mark is not inherently distinctive but indicates that an article emanates from some (usually anonymous) source because, or partly because, the mark has acquired a secondary meaning, strictly speaking first use is not sufficient to establish proprietorship.</sentence>",Sentence
"<sentence id=""s159"">To make out proprietorship it is also necessary to show that the mark does in fact distinguish the applicant's goods from the goods of others.</sentence>",Sentence
"<sentence id=""s160"">Even if this is not an aspect of proprietorship (as I think it is), unless a secondary meaning is established s 41 would bar registration of the mark.</sentence>",Sentence
"<sentence id=""s161"">24 When considering proprietorship it is important to remember that there is no proprietorship in a mark per se.</sentence>",Sentence
"<sentence id=""s162"">Under the common law ""property in a trade-mark is ... the right to the exclusive use of some mark, name or symbol in connection with a particular manufacture or vendible commodity"": Leather Cloth Co Ltd v American Leather Couch Co Ltd (1863) 4 De G J &amp; S 137, 144.</sentence>",Sentence
"<sentence id=""s163"">See also Ainsworth v Walmsley (1866) 1 Eq 518, 524 (""This Court has taken upon itself to protect a man in the use of a certain trade-mark as applied to a particular description of article"").</sentence>",Sentence
"<sentence id=""s164"">The position is no different under the Trade Marks Act .</sentence>",Sentence
"<sentence id=""s165"">The effect of the current statute, which is substantially similar to earlier legislation, is that a trade mark must be registered in respect of particular goods or services specified in Schedule 1 to the Trade Marks Regulations 1995 (Cth): Trade Marks Act , ss 19 , 27 in combination with Trade Mark Regulations, reg 3.1, 4.4, Sch 1.</sentence>",Sentence
